Afraga	Afrika
Monroe County, Florida	Monroe County (Florida)
730an	730-739
Bogsa-piàna	Klavieraccordeon
Diùcachd Anhalt-Köthen	Vorstendom Anhalt-Köthen (1606-1807)
Hancock County, Illinois	Hancock County (Illinois)
Cnàmh	Bot (anatomie)
750an	750-759
Skattungbyn	Skattungbyn
Kingfisher County, Oklahoma	Kingfisher County
Bataraidh	Batterij (elektrisch)
Andes (baile)	Andes (Antioquia)
Patrick Moore	Patrick Moore
Bòrd	Board
Vichada (Roinn)	Vichada (departement)
Montgomery County, Kentucky	Montgomery County (Kentucky)
Seòras V	George V van het Verenigd Koninkrijk
790an	790-799
Iúr Cinn Trá	Newry
Spencer Compton, 1st Earl of Wilmington	Spencer Compton
80an	80-89
80an RC	89-80 v.Chr.
810an	810-819
Glenn County, Calafòrnia	Glenn County
Colusa County, Calafòrnia	Colusa County
Calaveras County, Calafòrnia	Calaveras County
820an	820-829
Fresno County, Calafòrnia	Fresno County
Eddie van Halen	Eddie van Halen
Craobhlann	Arboretum
840an	840-849
Marcus Garvey	Marcus Garvey
Taibhse an Opra	Het spook van de opera (roman)
Harry Markowitz	Harry Markowitz
John Harsanyi	John Harsanyi
Joseph Black	Joseph Black
Dasht-e Kavir	Grote Zoutwoestijn
Kasabian	Kasabian
Sir Arthur Lewis	William Arthur Lewis
Ténéré	Ténéréwoestijn
Mu (tìr)	Mu (continent)
Fàsach Ghibson	Gibsonwoestijn
La Guajira (Roinn)	La Guajira
Seumas II Alba	Jacobus II van Schotland
Guaviare (Roinn)	Guaviare (departement)
Ceàrn dearg	Prostitutiegebied
Ionmhas	Schat (rijkdom)
Cuiteag	Wijting
Bean-shìdh	Banshee (mythisch wezen)
Leopoldo Calvo-Sotelo y Bustelo	Leopoldo Calvo-Sotelo
Roald Hoffmann	Roald Hoffmann
Partan tuathal	Heremietkreeften
Rapunsail	Raponsje
Urk	Urk
Thomas Pelham-Holles, 1st Duke of Newcastle-upon-Tyne	Thomas Pelham-Holles
Aparan	Schort
William Sharpe	William Forsyth Sharpe
Geoffrey Wilkinson	Geoffrey Wilkinson
Loreena McKennitt	Loreena McKennitt
900an	900-909
90an	90-99
910an	910-919
Uilebheist	Monster (wezen)
Sgioba nàiseanta rugbaidh na h-Uruguaidh	Uruguayaans rugbyteam
Seumas Mac an Deòir	James Dewar
Loona	Loona
Rùm	Rum (eiland)
Diùcachd Anhalt-Dessau	Vorstendom Anhalt-Dessau (1606-1807)
San José de David	David (Panama)
Jim Hogg County, Texas	Jim Hogg County
Inbhir Moireasdan	Invermoriston
Seminole County, Florida	Seminole County (Florida)
Seòras VI	George VI van het Verenigd Koninkrijk
Òrgan	Pijporgel
Grant County, Washington	Grant County (Washington)
IJmuiden	IJmuiden
Truro, Alba Nuadh	Truro (Canada)
Cosgais cuairt-bheatha	Life cycle costing
Acarsaid	Natuurlijke haven
Nicholas County, Virginia an Iar	Nicholas County (West Virginia)
Lafayette, Calafòrnia	Lafayette (Californië)
Wright County, Missouri	Wright County (Missouri)
Latah County, Idaho	Latah County
Augusta County, Virginia	Augusta County
Copacabana	Copacabana (Antioquia)
Glaschu Ùr	New Glasgow
Robert Merton	Robert C. Merton
Carl Reiner	Carl Reiner
Villarrica	Villarrica (Guairá)
Adhbharachas	Agnosticisme
Marjorie Estiano	Marjorie Estiano
Béatrice Martin	Cœur de pirate
Emily Carr	Emily Carr
Maries County, Missouri	Maries County
Étretat	Étretat
Martin Landau	Martin Landau
Iain Stiubhart, 3mh Iarla Bhoid	John Stuart
Charles Grey, 2nd Earl Grey	Charles Grey
Raibeart III, Rìgh Alba	Robert III van Schotland
Linn	Linn
Myron Scholes	Myron Scholes
Robert F. Engle	Robert Engle
William Vickrey	William Vickrey
Vernon Smith	Vernon L. Smith
Lawrence Klein	Lawrence Klein
Dare County, Carolina a Tuath	Dare County
Sgiath	Wing
Alistair Darling	Alistair Darling
Hendrik Verwoerd	Hendrik Verwoerd
Coinneach I na h-Alba	Kenneth I
Beulah	Beulah
An Teanga	Teangue
Baile an Tobair	Ballintubber
Stèisean Pheairt	Station Perth (Schotland)
Lincoln County, Oregon	Lincoln County (Oregon)
Treorci	Treorchy
Talladega County, Alabama	Talladega County
Sherman County, Oregon	Sherman County (Oregon)
Borbh	Borve (Skye)
Lee County, Carolina a Deas	Lee County (South Carolina)
Riaghladaireachd	Administratie
Miami County, Indiana	Miami County (Indiana)
Edwin Muir	Edwin Muir
Skamania County, Washington	Skamania County
Aedh na h-Alba	Aedh
Quidditch	Zwerkbal
James Gandolfini	James Gandolfini
Cupa na h-Alba (Ball-coise)	Scottish Cup
Jean-Claude Van Damme	Jean-Claude Van Damme
Oilthigh Shalamanca	Universiteit van Salamanca
C.B. Cluaran Cailleannach Inbhir Nis	Inverness Caledonian Thistle FC
Crogall	Crocodylus
Prionnsalachd Schaumburg-Lippe	Vorstendom Schaumburg-Lippe
Henri Victor Regnault	Henri Victor Regnault
Lüneburger Heide	Lüneburger Heide
Mariana na h-Ostaire	Maria Anna van Oostenrijk (1634-1696)
Fachach	Papegaaiduikers
Costilla County, Colorado	Costilla County
Cheyenne County, Colorado	Cheyenne County (Colorado)
Sedgwick County, Colorado	Sedgwick County (Colorado)
Faoiteag	Kauri's
Delta County, Colorado	Delta County (Colorado)
Custer County, Colorado	Custer County (Colorado)
Andy Griffith	Andy Griffith
Crowley County, Colorado	Crowley County
Dolores County, Colorado	Dolores County
Phillips County, Colorado	Phillips County (Colorado)
Summit County, Colorado	Summit County (Colorado)
Conejos County, Colorado	Conejos County
Logan County, Colorado	Logan County (Colorado)
Mineral County, Colorado	Mineral County (Colorado)
Pitkin County, Colorado	Pitkin County
Washington County, Colorado	Washington County (Colorado)
Montezuma County, Colorado	Montezuma County
Otero County, Colorado	Otero County (Colorado)
Bill Wyman	Bill Wyman
Daniel McFadden	Daniel McFadden
James Heckman	James Heckman
Seumas Mac a' Phearsain	James Macpherson
Saguache County, Colorado	Saguache County
Douglas Haig	Douglas Haig
William Lamb, 2na Biocas Melbourne	William Lamb
Robert Jenkinson, 2na Iarla de Pholl a' Ghrùthain	Robert Jenkinson
Johan Gadolin	Johan Gadolin
William Petty, 2nd Earl of Shelburne	William Petty (1737-1805)
Clive W. J. Granger	Clive Granger
Henry Addington, 1d Biocas Sidmouth	Henry Addington
Iain Banks	Iain Banks
Prionnsa Teàrlach Stiùbhart	Karel Eduard Stuart
Augustus FitzRoy, 3rd Duke of Grafton	Augustus FitzRoy (1735-1811)
Edward C. Prescott	Edward Prescott
Lincoln County, Colorado	Lincoln County (Colorado)
Claude Louis Berthollet	Claude-Louis Berthollet
Dòmhnall I na h-Alba	Donald I
Frederick John Robinson, 1d Biocas Goderich	Frederick John Robinson
Raibeart II, Rìgh na h-Alba	Robert II van Schotland
Frederick North, Lord North	Frederick North
Uilleam I na h-Alba	Willem I van Schotland
Ian Wright	Ian Wright
William Grenville, 1d Baran Grenville	William Wyndham Grenville
Pueblo County, Colorado	Pueblo County
Routt County, Colorado	Routt County
Rio Grande County, Colorado	Rio Grande County
Montrose County, Colorado	Montrose County
Park County, Colorado	Park County (Colorado)
Teller County, Colorado	Teller County
Morgan County, Colorado	Morgan County (Colorado)
San Miguel County, Colorado	San Miguel County (Colorado)
Diùcachd Shagsainn-Lauenburg	Hertogdom Saksen-Lauenburg
Johan August Arfwedson	Johan Arfwedson
Quintus Caecilius Metellus Pius	Quintus Caecilius Metellus Pius
Paul Tergat	Paul Tergat
Balthazar Johannes Vorster	John Vorster
Hal Holbrook	Hal Holbrook
Richard Griffiths	Richard Griffiths
Donald Pleasence	Donald Pleasence
Bodach na Nollaige	Kerstman
Michiel de Ruyter	Michiel de Ruyter
Owain Glyndŵr	Owain Glyndŵr
Ally McCoist	Ally McCoist
Donovan	Donovan
Còiseam I na h-Alba	Constantijn I van Schotland
Toirt am bruid	Ontvoering
Johan de Witt	Johan de Witt
C.B. Naomh Mearain	St. Mirren FC
Baralachas	Vermoeden
Aberdâr	Aberdare
Alasdair MacCoinnich	Alexander Mackenzie (ontdekkingsreiziger)
Kawagoe	Kawagoe
Pasto	Pasto
Colombey-les-Deux-Églises	Colombey-les-Deux-Églises
Tulach Mhór	Tullamore
Gòbhlan-monaidh	Alpengierzwaluw
Blianadh	Zonnebaden
Fo-sgrìobhadh	Abonnement
Fairfield, Calafòrnia	Fairfield (Californië)
Wąbrzeźno	Wąbrzeźno
Bàta-iasgaich	Trawler
Naoimh	Lijst van christelijke heiligen
Fàsach Mhòr na Gainmhich	Grote Zandwoestijn
Binid	Stremsel
Cruinneadaireachd	Bolmeetkunde
Bangor, Maine	Bangor (Maine)
Cleburne County, Alabama	Cleburne County (Alabama)
Laramie, Wyoming	Laramie
Damanhùr	Damanhur
Armenia (baile)	Armenia (Quindío)
Connochaetes taurinus	Blauwe gnoe
Clarksville, Tennessee	Clarksville (Tennessee)
Creideamh	Lijst van religies en spirituele tradities
Raidió Teilifís Éireann	Raidió Teilifís Éireann
Feòladair	Slager (beroep)
Abraham Darby	Abraham Darby
Adhlaic	Begrafenis
Oak Park, Illinois	Oak Park (Illinois)
Maol Chaluim II na h-Alba	Malcolm II van Schotland
Tighearna	Heer (feodalisme)
Deportivo Independiente Medellín	Independiente Medellín
Atlético Nacional	Atlético Nacional
Envigado F.C.	Envigado Fútbol Club
Dòmhnall Mac an Deòir	Donald Dewar
John Bruton	John Bruton
Alistair MacLean	Alistair MacLean
Lee Child	Lee Child
Wallace Carothers	Wallace Carothers
Maol Chaluim I na h-Alba	Malcolm I
Charles Haughey	Charles Haughey
Josef Škvorecký	Josef Škvorecký
Còiseam II na h-Alba	Constantijn II van Schotland
Tom Bosley	Tom Bosley
Thomas Graham	Thomas Graham
Eanraig MacGillÌosa	Henry McLeish
Newport News, Virginia	Newport News
Gloucester County, Virginia	Gloucester County (Virginia)
Aspergillus	Aspergillus
Popayán	Popayán
Kappa (Creutair Miotas-eolasach)	Kappa (mythisch wezen)
Wizz Air	Wizz Air
Pointe-à-Pitre	Pointe-à-Pitre
C.B. Dhùn Dèagh	Dundee FC
Toirdhealbhach Ó Cearbhalláin	Turlough O'Carolan
An Observer	The Observer
Raymond Burr	Raymond Burr
Mathews County, Virginia	Mathews County
New Kent County, Virginia	New Kent County
Charles City County, Virginia	Charles City County
Prince George County, Virginia	Prince George County
Southampton County, Virginia	Southampton County
Isle of Wight County, Virginia	Isle of Wight County
Goshen County, Wyoming	Goshen County
Miner County, Dakota a Deas	Miner County
Fàsach Shirianach	Syrische Woestijn
Grant County, Nebraska	Grant County (Nebraska)
Achadh na Càiridh	Achnacarry
Sussex County, Virginia	Sussex County (Virginia)
Dinwiddie County, Virginia	Dinwiddie County
Chesterfield County, Virginia	Chesterfield County (Virginia)
Henrico County, Virginia	Henrico County
Hanover County, Virginia	Hanover County
Caroline County, Virginia	Caroline County (Virginia)
Stafford County, Virginia	Stafford County (Virginia)
Middlesex County, Virginia	Middlesex County (Virginia)
Fairfax County, Virginia	Fairfax County
Hampton, Virginia	Hampton (Virginia)
Burgess Meredith	Burgess Meredith
İstiklâl Marşı	İstiklâl Marşı
Gerard ter Borch	Gerard ter Borch (II)
Adair County, Oklahoma	Adair County (Oklahoma)
Am Morair Seòras Moireach	George Murray (militair)
Nick Cannon	Nick Cannon
Anton Corbijn	Anton Corbijn
Adams County, Indiana	Adams County (Indiana)
Adams County, Pennsylvania	Adams County (Pennsylvania)
Adams County, Wisconsin	Adams County (Wisconsin)
Bean-bainnse	Bruid
Picseal	Pixel
Richard Schiff	Richard Schiff
Johannes Gerhardus Strijdom	Johannes Strijdom
Ganzhou	Ganzhou
Scott County, Indiana	Scott County (Indiana)
Jackson County, Alabama	Jackson County (Alabama)
Newton County, Indiana	Newton County (Indiana)
McPherson County, Dakota a Deas	McPherson County (South Dakota)
Oilthigh Coimbra	Universiteit van Coimbra
Cauchy-à-la-Tour	Cauchy-à-la-Tour
Morrill County, Nebraska	Morrill County
Baile Átha Luain	Athlone
Buille-cinn	Kopstoot (geweld)
Hardy County, Virginia an Iar	Hardy County
Mineral County, Montana	Mineral County (Montana)
Waukesha County, Wisconsin	Waukesha County
San Juan County, Colorado	San Juan County (Colorado)
Alison Krauss	Alison Krauss
Stàitire	Staatsman
Escondido, Calafòrnia	Escondido
Dodge County, Wisconsin	Dodge County (Wisconsin)
Russell County, Kentucky	Russell County (Kentucky)
Connochaetes gnou	Witstaartgnoe
Washington County, Kansas	Washington County (Kansas)
Shelby County, Illinois	Shelby County (Illinois)
Lebor Gabála Érenn	Lebor Gabála Érenn
Wichita County, Kansas	Wichita County (Kansas)
Wilson County, Kansas	Wilson County (Kansas)
Osborne County, Kansas	Osborne County
Morris County, Kansas	Morris County (Kansas)
Miami County, Kansas	Miami County (Kansas)
Jeddah	Djedda
Sheridan County, Kansas	Sheridan County (Kansas)
Phillips County, Kansas	Phillips County (Kansas)
Shawnee County, Kansas	Shawnee County
Ford County, Kansas	Ford County (Kansas)
Lyon County, Kansas	Lyon County (Kansas)
Thomas County, Kansas	Thomas County (Kansas)
Ness County, Kansas	Ness County
Wallace County, Kansas	Wallace County
Kingman County, Kansas	Kingman County
Graham County, Kansas	Graham County (Kansas)
Jewell County, Kansas	Jewell County
Montgomery County, Kansas	Montgomery County (Kansas)
Pawnee County, Kansas	Pawnee County (Kansas)
Pratt County, Kansas	Pratt County
Trego County, Kansas	Trego County
Rawlins County, Kansas	Rawlins County
Haskell County, Kansas	Haskell County (Kansas)
Marion County, Kansas	Marion County (Kansas)
Riley County, Kansas	Riley County
Stafford County, Kansas	Stafford County (Kansas)
Ottawa County, Kansas	Ottawa County (Kansas)
Graham County, Carolina a Tuath	Graham County (North Carolina)
Hodgeman County, Kansas	Hodgeman County
Johnson County, Kansas	Johnson County (Kansas)
Osage County, Kansas	Osage County (Kansas)
Greenwood County, Kansas	Greenwood County (Kansas)
Harvey County, Kansas	Harvey County
Sedgwick County, Kansas	Sedgwick County (Kansas)
Sumner County, Kansas	Sumner County (Kansas)
Russell County, Kansas	Russell County (Kansas)
Hanford, Calafòrnia	Hanford (Californië)
Finney County, Kansas	Finney County
Wyandotte County, Kansas	Wyandotte County
Grant County, Kansas	Grant County (Kansas)
Saline County, Kansas	Saline County (Kansas)
Neosho County, Kansas	Neosho County
Gove County, Kansas	Gove County
Smith County, Kansas	Smith County (Kansas)
Kearny County, Kansas	Kearny County
Scott County, Kansas	Scott County (Kansas)
Linn County, Kansas	Linn County (Kansas)
Ellsworth County, Kansas	Ellsworth County
Yell, Sealltainn	Yell
Ellis County, Kansas	Ellis County (Kansas)
Atchison County, Kansas	Atchison County (Kansas)
Barton County, Kansas	Barton County (Kansas)
Polk County, Wisconsin	Polk County (Wisconsin)
Rice County, Kansas	Rice County (Kansas)
Barber County, Kansas	Barber County
Clay County, Kansas	Clay County (Kansas)
Chase County, Kansas	Chase County (Kansas)
Decatur County, Kansas	Decatur County (Kansas)
Coffey County, Kansas	Coffey County
Cloud County, Kansas	Cloud County
Chautauqua County, Kansas	Chautauqua County (Kansas)
Cowley County, Kansas	Cowley County
Cheyenne County, Kansas	Cheyenne County (Kansas)
Republic County, Kansas	Republic County
Elk County, Kansas	Elk County (Kansas)
Allen County, Kansas	Allen County (Kansas)
Dickinson County, Kansas	Dickinson County (Kansas)
Bourbon County, Kansas	Bourbon County (Kansas)
Crawford County, Kansas	Crawford County (Kansas)
Cherokee County, Kansas	Cherokee County (Kansas)
Comanche County, Kansas	Comanche County (Kansas)
Doniphan County, Kansas	Doniphan County
Chittagong	Chittagong (stad)
Clark County, Kansas	Clark County (Kansas)
Edwards County, Kansas	Edwards County (Kansas)
Rush County, Kansas	Rush County (Kansas)
McPherson County, Kansas	McPherson County (Kansas)
Mitchell County, Kansas	Mitchell County (Kansas)
Lane County, Kansas	Lane County (Kansas)
Lincoln County, Kansas	Lincoln County (Kansas)
Wabaunsee County, Kansas	Wabaunsee County
Valledupar	Valledupar
Pottawatomie County, Kansas	Pottawatomie County (Kansas)
Marshall County, Kansas	Marshall County (Kansas)
Greene County, Illinois	Greene County (Illinois)
Stanton County, Kansas	Stanton County (Kansas)
Jackson County, Kansas	Jackson County (Kansas)
Seward County, Kansas	Seward County (Kansas)
Greeley County, Kansas	Greeley County (Kansas)
Geary County, Kansas	Geary County
Hamilton County, Kansas	Hamilton County (Kansas)
Norton County, Kansas	Norton County
Harper County, Kansas	Harper County (Kansas)
Morton County, Kansas	Morton County (Kansas)
Anderson County, Kansas	Anderson County (Kansas)
Perry Mason	Perry Mason
Ball-dòbhrain	Moedervlek
Pleasants County, Virginia an Iar	Pleasants County
Charles Watson-Wentworth, 2nd Marquess of Rockingham	Charles Watson-Wentworth
Rob Ruadh MacGriogair	Robert Roy MacGregor
Charles Hatchett	Charles Hatchett
Rock Springs, Wyoming	Rock Springs (Wyoming)
Jason Bonham	Jason Bonham
Domhnall II na h-Alba	Donald II
Uilleam Augustus, Diùc Cumberland	Willem van Cumberland
William F. Buckley Jr.	William F. Buckley jr.
Marion County, Illinois	Marion County (Illinois)
Montgomery County, Pennsylvania	Montgomery County (Pennsylvania)
Sgioba nàiseanta rugbaidh Shasainn	Engels rugbyteam
Smyth County, Virginia	Smyth County
Fulangas Naomh Mata	Matthäus-Passion (J.S. Bach)
Woodson County, Kansas	Woodson County
John Muir	John Muir
Nemaha County, Kansas	Nemaha County (Kansas)
Gray County, Kansas	Gray County (Kansas)
Reno County, Kansas	Reno County
Leavenworth County, Kansas	Leavenworth County
Kiowa County, Kansas	Kiowa County (Kansas)
Rooks County, Kansas	Rooks County
Pònair	Boon
Co-ghnìomhair	Bijwoord
Albert Reynolds	Albert Reynolds
Rory McIlroy	Rory McIlroy
Thomas Telford	Thomas Telford
Aer Arann	Aer Arann
Ted Danson	Ted Danson
John A. Costello	John A. Costello
Flugelhorn	Bugel
Salm 23	Psalm 23
Hattiesburg, Mississippi	Hattiesburg
Jefferson County, Washington	Jefferson County (Washington)
York County, Carolina a Deas	York County (South Carolina)
Flotta	Flotta
Cecil County, Maryland	Cecil County
Deisciobal	Discipel
Washington County, Iowa	Washington County (Iowa)
Flagler County, Florida	Flagler County
Gazella dorcas	Dorcasgazelle
Passy	Passy (Haute-Savoie)
Johnson County, Illinois	Johnson County (Illinois)
York County, Maine	York County (Maine)
Ermenonville	Ermenonville
Amar-ionnlaid	Bains (Haute Loire)
MGMT	MGMT (band)
Soisgeul Mhata	Evangelie volgens Matteüs
Batan	Knots
Żelazowa Wola	Żelazowa Wola
Howard County, Maryland	Howard County (Maryland)
Palm Desert, Calafòrnia	Palm Desert
Crittenden County, Kentucky	Crittenden County (Kentucky)
Elliott County, Kentucky	Elliott County
Daviess County, Kentucky	Daviess County (Kentucky)
Stevens County, Kansas	Stevens County (Kansas)
Sandra van Nieuwland	Sandra van Nieuwland
Aimearaga	America
Ainslie MacOighrig	Ainsley Harriott
Hamhaig	Hawick
An Àrd Ruigh	Airdrie (Schotland)
Brus	Brus
Monadh Rois	Montrose (Schotland)
Hywel Dda	Hywel Dda
Sodhaigh (soilleireachadh)	Soay
Na Dùintean	Duns (Schotland)
Mars	Mars
Tripp County, Dakota a Deas	Tripp County
Ouray County, Colorado	Ouray County
Sullivan County, Indiana	Sullivan County (Indiana)
Coral Gables, Florida	Coral Gables
Charlotte County, Virginia	Charlotte County (Virginia)
Penarth	Penarth
Robert Plant	Robert Plant
Durham County, Carolina a Tuath	Durham County
Caernarfon	Caernarfon
Deuel County, Nebraska	Deuel County (Nebraska)
Bàn-dhearg	Roze
Livingston County, Illinois	Livingston County (Illinois)
Wilkes County, Carolina a Tuath	Wilkes County (North Carolina)
Loch Sìn	Loch Shin
Gazella bennettii	Indische gazelle
Dunklin County, Missouri	Dunklin County
Lafayette County, Wisconsin	Lafayette County (Wisconsin)
Shelby County, Indiana	Shelby County (Indiana)
Maurice	Maurice (film)
Alt	Alt
Santa Cruz de La Palma	Santa Cruz de la Palma
Asgair	Apostrof (leesteken)
Torgny Lindgren	Torgny Lindgren
Salvador Puig i Antich	Salvador Puig Antich
Sergio Garcia	Sergio García (golfer)
Allt na h-Eirbhe	Altnaharra
Cesar Romero	Cesar Romero
Alturas, Calafòrnia	Alturas
Yfke Sturm	Yfke Sturm
Jackson County, Oregon	Jackson County (Oregon)
Multnomah County, Oregon	Multnomah County
Pàpa Frangan	Paus Franciscus
Bruach Tatha	Broughty Ferry
Leabhar Mhormoin	Boek van Mormon
Nathair-mhara (snàigean)	Zeeslangen
Bibb County, Alabama	Bibb County (Alabama)
Comhairlean na h-Alba	Bestuurlijke indeling van Schotland
Amelia County, Virginia	Amelia County
Kenosha, Wisconsin	Kenosha
Lakewood, Colorado	Lakewood (Colorado)
Coireall còsagail	Alveolaire tril
Nathair-ghleadhrach	Echte ratelslangen
Fàsach Nubianach	Nubische Woestijn
Fionnghal NicDhòmhnaill	Flora MacDonald
Sandra Roelofs	Sandra Roelofs
Vladimir Vasilevich Markovnikov	Vladimir Markovnikov
Nevenoe	Nominoë
Diùcachd Nassau-Usingen	Nassau-Usingen
Miami-Dade County, Florida	Miami-Dade County
Mochi	Mochi
Amherst, Alba Nuadh	Amherst (Canada)
Amherst County, Virginia	Amherst County
Lemuria	Lemuria (continent)
Villeblevin	Villeblevin
Balthasar van der Ast	Balthasar van der Ast
Amlwch	Amlwch
Paramore	Paramore
Taylor County, Kentucky	Taylor County (Kentucky)
Bridgewater, Alba Nuadh	Bridgewater (Canada)
Snàthad an duine mhairbh	Langpootmuggen
Wolfville, Alba Nuadh	Wolfville
Pastra	Gebak
Texas County, Missouri	Texas County (Missouri)
Aberfal	Falmouth (Cornwall)
Y Wladfa	Y Wladfa
Port Adhair Tan Son Nhat	Internationale Luchthaven Tân Sơn Nhất
Áth an Phoirt Leathain	Upperlands
Deuchainn-lann	Laboratorium
Meatailt Bàis	Deathmetal
Bòrd-iarnaigidh	Strijkijzer
Cotton County, Oklahoma	Cotton County
Motley County, Texas	Motley County
Nueces County, Texas	Nueces County
Jones County, Texas	Jones County (Texas)
Bonner County, Idaho	Bonner County
Midland County, Texas	Midland County (Texas)
Will County, Illinois	Will County
Cassia County, Idaho	Cassia County
Stevens County, Washington	Stevens County (Washington)
Okanogan County, Washington	Okanogan County
Uinta County, Wyoming	Uinta County
Caingeiseachd	Pinksterbeweging
Laramie County, Wyoming	Laramie County
Bodach-sneachda	Sneeuwpop
Pacific County, Washington	Pacific County
Wahkiakum County, Washington	Wahkiakum County
Tì uaine	Groene thee
Edgar County, Illinois	Edgar County
Eau Claire County, Wisconsin	Eau Claire County
Fremont County, Wyoming	Fremont County (Wyoming)
