Aphrika	Afrika
Cruzeiro EC	Cruzeiro EC
Tangled	Rapunzel (film)
Yawirka	Kabel (leiding)
Madagaskar 2	Madagascar: Escape 2 Africa
Robin Gibb	Robin Gibb
140 watakuna	140-149
Layqa qulluy	Heksenjacht
1410 watakuna	1410-1419
Sophoniyaspa qillqasqan	Sefanja (boek)
Pest suyu	Pest (comitaat)
Rigoberta Menchú	Rigoberta Menchú
Roy Keane	Roy Keane
Shanshu	Hoatzin (soort)
Hamchi	Zemelen
Silq'uy	Handtekening
Wayllunk'a	Schommel
Michael Laudrup	Michael Laudrup
Kitakyūshū	Kitakyushu
Chakra	Akker (landbouw)
1430 watakuna	1430-1439
Giorgos Karagounis	Giorgos Karagounis
Drum'n'Bass	Drum and bass
Hermosillo	Hermosillo
Davor Šuker	Davor Šuker
Katisismu	Catechismus
Awqaq pusaq	Officier
Wallqa	Halsketting
18 ñiqin pachakwata kñ	18e eeuw v.Chr.
Theodore Richards	Theodore William Richards
Chaqllisinchi nankay	Chemisch evenwicht
Pirqa llut'ana	Mortel (betontype)
Ion Iliescu	Ion Iliescu
Patrick Kluivert	Patrick Kluivert
Tullpuna	Kleurstof
Leonid Kravčuk	Leonid Kravtsjoek
Tapuy	Vraag (taal)
Szekszárd	Szekszárd
Pont du Gard	Pont du Gard
Salgótarján	Salgótarján
P'aqchi	Gewelf
Antonio José de Sucre	Antonio José de Sucre
Ch'iqan	Diagonaal
Haikou	Haikou
Mukmu	Knop (plant)
1460 watakuna	1460-1469
Gernika-Lumo	Guernica (Spanje)
Gheorghe Hagi	Gheorghe Hagi
Inuyt runa	Inuit
Franco Baresi	Franco Baresi
1470 watakuna	1470-1479
Yaku wapsi	Waterdamp
Yaku P'asñacha (kuyuchisqa siq'isqa)	De kleine zeemeermin (1989)
Gilberto Silva	Gilberto Silva
Larry Bird	Larry Bird
1480 watakuna	1480-1489
Mallunwa	Cuscuta
Christopher Plummer	Christopher Plummer
Rui Costa	Rui Costa (voetballer)
Thasnuna	Brandblusser
Aragua suyu	Aragua (staat)
1490 watakuna	1490-1499
Hatun yachaq tantari	Hooggerechtshof
Misti luwichu	Gazella
Abrus precatorius	Paternosterboontje
Qura	Kruidachtig
Anzoátegui suyu	Anzoátegui (staat)
Chiara d'Assisi	Clara van Assisi
Fabien Barthez	Fabien Barthez
Maqchina	Oppervlakte-actieve stof
Bolívar suyu (Winisuyla)	Bolívar (staat)
Miranda suyu	Miranda (staat)
Karabubu suyu	Carabobo
Samana p'urucha	Longblaasje
Sheikh Mujibur Rahman	Mujibur Rahman
Bobby Moore	Bobby Moore
T'inkisqa sanampa	Digraaf
Heves suyu	Heves (comitaat)
Unquchiq qulluy	Steriliseren (micro-organismen)
Santo André (São Paulo)	Santo André (São Paulo)
Uchuy sach'a allqu	Boshond
25 ñiqin pachakwata kñ	25e eeuw v.Chr.
Uchpachamanta (kuyuchisqa siq'isqa)	Assepoester (1950)
Ch'utiy	Agressie
Chiliti mayu	Magdalena (rivier)
150 watakuna	150-159
Yun Bo-seon	Yun Bo-seon
Bartolomé Esteban Murillo	Bartolomé Murillo
Phiskuna waqachina	Strijkinstrument
Giuseppe Meazza	Giuseppe Meazza
Asiwu	Hulst (plant)
Northampton	Northampton
1520 watakuna	1520-1529
Guiyang	Guiyang
Pancho Villa	Pancho Villa
Awaq	Weven
Qillqana phuru	Vulpen
Wampurushu	Margay
1530 watakuna	1530-1539
Ngô Đình Diệm	Ngô Đình Diệm
Mengistu Haile Mariam	Mengistu Haile Mariam
Mayusuksu	Cinclus
Waka aycha	Rundvlees
Ronald Koeman	Ronald Koeman
Dejan Stanković	Dejan Stanković
Chuqi challwa	Ansjovissen
Pampa kuntur	Koningsgier
Charles Barkley	Charles Barkley
Just Fontaine	Just Fontaine
Saimaa	Saimaameer
Barbara Nikomidyamanta	Barbara van Nicomedië
Shannon	Shannon (rivier)
Phidiyu	Noedels
Chinchilla	Chinchilla's
Juan Román Riquelme	Juan Román Riquelme
Phutuy raphi	Zaadlob
Sergio Badilla Castillo	Sergio Badilla Castillo
Érd	Érd
Chutuchupa ukucha	Cricetidae
Raúl Alfonsín	Raúl Alfonsín
Kunan pacha	Heden
1550 watakuna	1550-1559
Ikitus	Iquitos
Inti lluqsiy	Zonsopkomst
Kiya	Kea (vogel)
Wislla	Juslepel
Phu Cat antanka pampa	Luchthaven Phù Cát
Yura kurku	Stam (plant)
Sayakuq rumi	Menhir
1560 watakuna	1560-1569
Marcel Desailly	Marcel Desailly
Carlos Saavedra	Carlos Saavedra Lamas
1570 watakuna	1570-1579
Fidelio	Fidelio
Iñuku hawa	Elektronenschil
Tiqni	Heup
Amanka	Hangmat
Phutuy	Kieming
Kayma	Modelvorming
Chiwayru	Agoeti's
Buenos Aires Yachay Suntur	Universiteit van Buenos Aires
Sirimavo Bandaranaike	Sirimavo Bandaranaike
Billy Joel	Billy Joel
Milan Kučan	Milan Kučan
Hurkay	Arbeidsloon
Hatun chaha	Philander andersoni
Sinik	Zuidelijke opossum
Siyantpitsu	Rode wolhaarbuidelrat
Kilampu	Grijze vieroogbuidelrat
Uqi chikayu	Aeneasrat
Puka chikayu	Marmosa rubra
Aya chaha	Zuid-Amerikaanse opossum
San Lorenzo munisipyu (Pando)	San Lorenzo (gemeente)
Cantinflas	Cantinflas
1620 watakuna	1620-1629
Stefan de Vrij	Stefan de Vrij
Łobez	Łobez
1630 watakuna	1630-1639
1640 watakuna	1640-1649
1650 watakuna	1650-1659
1660 watakuna	1660-1669
1670 watakuna	1670-1679
1690 watakuna	1690-1699
Millmaqara	Vacht
Morlans	Morlaàs
1710 watakuna	1710-1719
Sina munisipyu	Sena (gemeente)
Inkawi munisipyu	Ingavi (gemeente)
Bolpebra munisipyu	Bolpebra (gemeente)
Puerto Rico munisipyu	Puerto Rico (gemeente in Bolivia)
Villa Nueva munisipyu	Villa Nueva (gemeente in Bolivia)
Santos Mercado munisipyu	Santos Mercado (gemeente)
Bella Flor munisipyu	Bella Flor (gemeente)
Santa Rusa munisipyu (Abuná)	Santa Rosa del Abuná (gemeente)
Kuwiha munisipyu	Cobija (gemeente)
Nueva Esperanza munisipyu	Nueva Esperanza (gemeente in Bolivia)
Arroyo Grande munisipyu	Filadelfia (gemeente in Bolivia)
Puerto Gonzalo Moreno munisipyu	Puerto Gonzalo Moreno (gemeente)
San Pawlu munisipyu (Manuripi)	San Pedro (gemeente in Bolivia)
Porvenir munisipyu	Porvenir (gemeente in Bolivia)
1720 watakuna	1720-1729
Mexicali	Mexicali
Huwan VI	Paus Johannes VI
Huwan IV	Paus Johannes IV
Huwan VII	Paus Johannes VII
Huwan V	Paus Johannes V
1760 watakuna	1760-1769
Siqsiy	Jeuk (prikkel)
Ñawiriy	Lezen
Warak'a	Slinger (wapen)
Sach'a-sach'amanta Qillqa	Jungle Boek (1967)
Yakumuksi	Hydroxide
Kumamoto	Kumamoto (stad)
Taupo Qucha	Taupomeer
Magdalena suyu	Magdalena (departement)
1790 watakuna	1790-1799
Concepción Yachay Suntur	Universiteit van Concepción (Chili)
Awriq mayu	Marañón (rivier)
Biwa qucha	Biwameer
Morelia	Morelia (Mexico)
Saqina	Nalatenschap
Maria Gaetana Agnesi	Maria Gaetana Agnesi
180 watakuna	180-189
Hatun p'unchaw	Feest
24 ñiqin pachakwata kñ	24e eeuw v.Chr.
Piruwanu Puntifisya Kathuliku Yachay Suntur	Pauselijke Katholieke Universiteit van Peru
Juan Rulfo	Juan Rulfo
Tim Howard	Tim Howard
Quchapampa pruwinsya	Cercado (Cochabamba)
Aguascalientes	Aguascalientes (stad)
Deodoro da Fonseca	Manuel Deodoro da Fonseca
Waskaran rashtaq	Nevado Huascarán
Luritu suyu	Loreto (regio)
Swindon	Swindon (Wiltshire)
Ukayali	Ucayali (rivier)
Takupaya munisipyu (Quchapampa)	Tacopaya (gemeente)
Villarrica (Chili)	Villarrica (Araucanía)
Lana Turner	Lana Turner
Vitacura	Vitacura
Yungay (Chili)	Yungay (Chili)
Ñuñoa (Chili)	Ñuñoa
Isanka	Mand
Arauco pruwinsya	Arauco (provincie)
Yaracuy suyu	Yaracuy
Biyubiyu pruwinsya	Biobío (provincie)
Delta Amacuro suyu	Delta Amacuro
Kachapuwal pruwinsya	Cachapoal
Amarumayu suyu	Amazonas (Peru)
Cardenal Caro pruwinsya	Cardenal Caro
Chinkirma	Sidderaal
Chañaral pruwinsya	Chañaral (provincie)
Kulchawa pruwinsya	Colchagua
Francisco de Quevedo	Francisco de Quevedo
Flórián Albert	Flórián Albert
AEK FC	AEK Athene
Leymebamba distritu	Leymebamba
Kichka	Doorn (plant)
Puma sunkaru	Pseudoplatystoma fasciatum
Rüştü Reçber	Rüştü Reçber
Uchu	Capsicum
Olusẹgun Ọbasanjọ	Olusegun Obasanjo
Kunkalla	Foon (fonetiek)
Truhillu suyu	Trujillo (staat)
Falcón suyu	Falcón (staat)
Guárico suyu	Guárico
Puquna	Bodemvruchtbaarheid
Juditpa qillqasqan	Judit (boek)
Yachaymanta qillqasqa	Wijsheid (boek)
Landon Donovan	Landon Donovan
Bill Haley	Bill Haley
Achi Tayta kimsa ñiqin piti	The Godfather Part III
23 ñiqin pachakwata kñ	23e eeuw v.Chr.
22 ñiqin pachakwata kñ	22e eeuw v.Chr.
Qispichiqkuna Kangurusuyupi	De Reddertjes in Kangoeroeland
Runa suti	Voornaam
Pukaq'illu	Blond
Emre Belözoğlu	Emre Belözoğlu
Lansana Conté	Lansana Conté
Sit'ikira	Cicaden
Zilda Arns	Zilda Arns
Kuchipillan	Reuzenmiereneter
Tripanosomiasis africana	Slaapziekte
Yunta	Juk
Baja	Baja
Poole	Poole
Phu Quoc antanka pampa	Luchthaven Phú Quốc
Saint John (New Brunswick)	Saint John (New Brunswick)
Pedro de Valdivia	Pedro de Valdivia
Mati upyana	Mate (drank)
Sunku-sunku	Springaapjes
Luton	Luton
Southend-on-Sea	Southend-on-Sea (district)
Akay	Defecatie
Carlos Valderrama	Carlos Valderrama
Laqha	Duisternis
Cuernavaca	Cuernavaca
San Luis Potosí	San Luis Potosí (stad)
Zinho	Zinho
Sulis	Peruviaanse sol
Rumipi Khillaychuki (kuyuchisqa siq'isqa)	Merlijn de Tovenaar
Waqracha	Antenne (insect)
Bebeto	Bebeto
Hunt'a tullu challwa	Beenvissen
Nueva Esparta suyu	Nueva Esparta
Aragun qhapaq suyu	Kroon van Aragón
Qusqu suyu	Cuzco (regio)
Ariqipa suyu	Arequipa (regio)
Kashamarka suyu	Cajamarca (regio)
Anqash suyu	Áncash (regio)
Punu suyu	Puno (regio)
Ayakuchu suyu	Ayacucho (regio)
Kashamarka	Cajamarca (stad)
Qispi Kay suyu	La Libertad (regio)
Puhuyu	Orinocodolfijn
Cojedes suyu	Cojedes
Q'illu wakamayu	Blauwgele ara
21 ñiqin pachakwata kñ	21e eeuw v.Chr.
Fernando Hierro	Fernando Hierro
Eleftherios Venizelos	Eleftherios Venizelos
Kawllay	Tastzin
Monagas suyu	Monagas
Portuguesa suyu	Portuguesa
Lara suyu (Winisuyla)	Lara (staat)
Sucre suyu (Winisuyla)	Sucre (staat)
Vargas suyu	Vargas (staat)
Hayk'a ñiqin p'unchaw	Datum (dagtekening)
Tirika	Tijgerkat
190 watakuna	190-199
26 ñiqin pachakwata kñ	26e eeuw v.Chr.
Pukyumanta willay	Citaat
Nøtterøy	Nøtterøy
Adolfo Pérez	Adolfo Pérez Esquivel
Pillan	Echte miereneters
Ajka	Ajka
Qispichiy yaya yachay	Bevrijdingstheologie
Neagh qucha	Lough Neagh
Cheltenham	Cheltenham
Laqa	Leisteen
Zizinho	Thomaz Soares da Silva
Þjórsá	Þjórsá
Lisboa distritu	Lissabon (district)
Sveinn Björnsson	Sveinn Björnsson
Kurumama	Imago (biologie)
Tokushima	Tokushima (stad)
Yana amaru	Anaconda (slang)
Club Social y Deportivo Colo-Colo	Colo-Colo
Zsa Zsa Gabor	Zsa Zsa Gábor
Mosonmagyaróvár	Mosonmagyaróvár
Elano	Elano
Vác	Vác
Così fan tutte	Così fan tutte
Taqna suyu	Tacna (regio)
Bartolomé de Las Casas	Bartolomé de las Casas
Tunkurawa	Tungurahua (vulkaan)
Ukayali suyu	Ucayali (regio)
Alejandro Toledo	Alejandro Toledo Manrique
Tuxtla Gutiérrez	Tuxtla Gutiérrez
Chandrika Kumaratunga	Chandrika Kumaratunga
Cuauhtémoc Blanco	Cuauhtémoc Blanco
Kjell Magne Bondevik	Kjell Magne Bondevik
Diego de Almagro	Diego de Almagro (conquistador)
Poyang qucha	Poyangmeer
Mohammad Najibullah	Mohammed Nadjiboellah
Qachu-qachu	Gazon (grasveld)
K'anchaq Ñan	Lichtend Pad
Chilpancingo de los Bravo	Chilpancingo
Panpa suyu	Vorm (fysiek)
Tepic	Tepic
Sunin suyu	Junín (regio)
Jonás Gutiérrez	Jonás Gutiérrez
Xabi Alonso	Xabi Alonso
Muqiwa suyu	Moquegua (regio)
Piwra suyu	Piura (regio)
Apurimaq suyu	Apurímac (regio)
Ika suyu	Ica (regio)
Muchi	Moche
Salsa taki	Salsa (muziekstijl)
Eastbourne	Eastbourne
Khalid bin Abdul-Aziz	Khalid bin Abdoel Aziz al-Saoed
Hatun Chaku	Gran Chaco
28 ñiqin pachakwata kñ	28e eeuw v.Chr.
Milla	Walging
Tansu Çiller	Tansu Çiller
27 ñiqin pachakwata kñ	27e eeuw v.Chr.
Pau Casals	Pablo Casals
Sardina	Europese sardine
Tarzan (kuyuchisqa siq'isqa)	Tarzan (1999)
Chipika	Handjesgras
Saint-Omer	Sint-Omaars
Santa Marta (Kulumbya)	Santa Marta (Colombia)
Toluca de Lerdo	Toluca
José de Espronceda	José de Espronceda
Pitu	Dwarsfluit
Willkamayu	Urubamba (rivier)
Wamanripa	Kruiskruid
Tumpis suyu	Tumbes (regio)
Wallqanqacha usa	Schildluizen
Qun Tiksi Wiraqucha	Viracocha
Thorbjørn Jagland	Thorbjørn Jagland
Francisco de Zurbarán	Francisco de Zurbarán
Jean-Bertrand Aristide	Jean-Bertrand Aristide
Makabayop iskay ñiqin qillqasqan	2 Makkabeeën
Khasay	Boer (geluid)
Arinki	Haringen (geslacht)
Gyöngyös	Gyöngyös
Gödöllő	Gödöllő
Lampalliqi suyu	Lambayeque (regio)
Milton Obote	Milton Obote
Enzo Francescoli	Enzo Francescoli
Jairzinho	Jairzinho
Ampatu llaqta	Ambato (Ecuador)
Usqhullu	Colocolokat
Aveiro distritu	Aveiro (district)
Villahermosa	Villahermosa (Tabasco)
Amaru suyu	Madre de Dios (regio)
Pedro de Alvarado	Pedro de Alvarado
Pasqu suyu	Pasco (regio)
Piruw Harushakay	Onderkoninkrijk Peru
Emmeline Pankhurst	Emmeline Pankhurst
30 ñiqin pachakwata kñ	30e eeuw v.Chr.
RBD	RBD
Millp'uy	Slikken
Baruqpa qillqasqan	Baruch (boek)
Culiacán	Culiacán
200 watakuna	200-209
San Martin suyu	San Martín (regio)
Lima suyu	Lima (regio)
David Robinson	David Robinson (basketballer)
Napu marka	Napo (provincie)
Mývatn	Mývatn
Roger Ebert	Roger Ebert
Sonsonate suyu	Sonsonate (departement)
Valdiviapi pacha kuyuy (1960)	Aardbeving Valdivia 1960
Joseph Estrada	Joseph Estrada
Brian Laudrup	Brian Laudrup
20 watakuna kñ	29-20 v.Chr.
Usqullu	Bergkat
Tabla	Tabla
New Age	New age (muziek)
Mana Iñinakuna	The Incredibles
Mayu khuchi	Nijlpaarden
Suchuq waranqaysu	Kruipende boterbloem
Yana suwaq'ara	Zwarte gier
Apasanka	Vogelspinnen
Waranway yura rikch'aq ayllu	Trompetboomfamilie
Mirana yawri	Gonade
210 watakuna	210-219
Maria Reiche	Maria Reiche
Augusto César Sandino	Augusto César Sandino
Waskar	Huáscar
Aymuray	Oogst
Robert FitzRoy	Robert FitzRoy
Pachakutiq Inka Yupanki	Pachacuti
Puchka	Spintol
Bearn	Béarn
Päijänne	Päijänne
Tayta Inti	Inti (Incagod)
Sinta ruqyay yuyana	Bandrecorder
Putumayu	Putumayo (rivier)
Tayu	Vetvogel
Parispi Qullananchikpa Qhupuyuqnin (kuyuchisqa siq'isqa)	De klokkenluider van de Notre Dame (1996)
Dudley	Dudley (West Midlands)
Gordon Banks	Gordon Banks
Wakamayu	Ara (geslacht)
Kaarlo Juho Ståhlberg	Kaarlo Juho Ståhlberg
Truhillu	Trujillo (Peru)
La Paz (Baja California Sur)	La Paz (Baja California Sur)
Adolfo Suárez	Adolfo Suárez
Tutuma	Crescentia cujete
Puñuy wayaqa	Slaapzak
Qunta	Magnesiumoxide
220 watakuna	220-229
Pastasa marka	Pastaza (provincie)
Kachina	IJzer(II)sulfaat
Leticia	Leticia
Yuyayyaku	Llullaillaco
Apurimaq mayu	Apurímac (rivier)
Gyula	Gyula (stad)
Kazincbarcika	Kazincbarcika
Páp'a	Pápa
Cegléd	Cegléd
CA Independiente	CA Independiente
Machala	Machala
Camagüey pruwinsya	Camagüey (provincie)
Wanuku suyu	Huánuco (regio)
Awankay	Abancay (stad)
Fidel Ramos	Fidel Ramos
Ukumari Wawqi	Brother Bear
Pakasu	Groene leguaan
Kusituy	Muziekgroep
T'inki k'allampa	Lagere schimmels
Illawi	Boa constrictor
Huckleberry Finn	De lotgevallen van Huckleberry Finn
Phusuqu	Schuim (structuur)
Aladdin (kuyuchisqa siq'isqa)	Aladdin (film)
Qhatuq	Handelaar
Kichkarusachamanta (kuyuchisqa siq'isqa)	Doornroosje (1959)
Sadi Carnot	Marie François Sadi Carnot
Harrogate	Harrogate
230 watakuna	230-239
Yuraqchupa luwichu	Witstaarthert
Dunga	Dunga
Stanley Matthews	Stanley Matthews
Añayllup Kawsaynin	Een Luizenleven
Mercedes Sosa	Mercedes Sosa
Alejo Carpentier	Alejo Carpentier
Paul Anka	Paul Anka
Francisco Madero	Francisco I. Madero
Cúcuta	Cúcuta
T'ikrasqa yupay	Omgekeerde
Tuqti yura rikch'aq ayllu	Okkernootfamilie
240 watakuna	240-249
Quyllurchawwan qallarisqa wakllanwata	Kalender van een schrikkeljaar dat op woensdag begint
Illapachawwan qallarisqa wakllanwata	Kalender van een schrikkeljaar dat op donderdag begint
Killachawwan qallarisqa wakllanwata	Kalender van een schrikkeljaar dat op maandag begint
K'uychichawwan qallarisqa wakllanwata	Kalender van een schrikkeljaar dat op zaterdag begint
Atipachawwan qallarisqa wakllanwata	Kalender van een schrikkeljaar dat op dinsdag begint
Ch'askachawwan qallarisqa wakllanwata	Kalender van een schrikkeljaar dat op vrijdag begint
Intichawwan qallarisqa wakllanwata	Kalender van een schrikkeljaar dat op zondag begint
Pukallpa	Pucallpa
Bocas del Toro pruwinsya	Bocas del Toro (provincie)
Faisal bin Abdul-Aziz	Faisal bin Abdoel Aziz al-Saoed
Jaber III	Jaber al-Ahmad al-Jaber al-Sabah
David Letterman	David Letterman
Youri Djorkaeff	Youri Djorkaeff
Alvaro Obregón	Álvaro Obregón
Alfredo Palacio	Alfredo Palacio
Piwin yura rikch'aq ayllu	Apenboomfamilie
250 watakuna	250-259
Jama-jama	Gevlekte scheerling
Insina	Steeneik
Walli	Nothofagus
CA San Lorenzo de Almagro	CA San Lorenzo de Almagro
Pocahontas (kuyuchisqa siq'isqa)	Pocahontas (1995)
Kaspian awki	De Kronieken van Narnia: Prins Caspian (boek)
Andreas Papandreou	Andreas Papandreou
Karal	Caral
260 watakuna	260-269
Ian Rush	Ian Rush
Giacinto Facchetti	Giacinto Facchetti
Valparaíso suyu	Valparaíso (regio)
Naucalpan de Juárez	Naucalpan
270 watakuna	270-279
Samora Machel	Samora Machel
Seretse Khama	Seretse Khama
Chirimuyu yura rikch'aq ayllu	Annonaceae
Resident Evil	Resident Evil (computerspelserie)
Popol Vuh	Popol Vuh (boek)
Pampa sach'awaka	Laaglandtapir
Roberto Rivelino	Roberto Rivellino
Grand Canyon mamallaqta parki	Nationaal Park Grand Canyon
Ahmed Nazif	Ahmed Nazif
Asway marka	Azuay
Ciego de Ávila pruwinsya	Ciego de Ávila (provincie)
Umar Siiwuri ( Sívori)	Omar Sívori
280 watakuna	280-289
Yuri	Scheut (plant)
Girija Prasad Koirala	Girija Prasad Koirala
Xalapa-Enríquez	Xalapa
DuPont	DuPont
Antonios Nikopolidis	Antonios Nikopolidis
Angelos Basinas	Angelos Basinas
Anggun	Anggun
Win Kok	Wim Kok
Raphi k'allampa	Agaricales
290 watakuna	290-299
Itapúa suyu	Itapúa
Nacional Autónoma de México Yachay Suntur	Nationale Autonome Universiteit van Mexico
César Vallejo	César Vallejo
Asamoah Gyan	Asamoah Gyan
Ibagué	Ibagué
Luis Enrique Martínez	Luis Enrique Martínez García
Jumanji	Jumanji (film)
Qarapara	Schildpadden
Josef Masopust	Josef Masopust
Rinri nanay	Middenoorontsteking
300 watakuna	300-309
Urqu sach'awaka	Bergtapir
Antoine Laurent de Jussieu	Antoine Laurent de Jussieu
Piwra	Piura (stad)
Arches mamallaqta parki	Arches National Park
Achi tayta	Peterschap
Patranka	Humboldtpinguïn
Janq'ulaymi munisipyu	Ancoraimes (gemeente)
310 watakuna	310-319
Portalegre distritu	Portalegre (district)
320 watakuna	320-329
330 watakuna	330-339
Freddy Rincón	Freddy Rincón
340 watakuna	340-349
Champiñun	Champignon
Griguryu XII	Paus Gregorius XII
Alessandro Nesta	Alessandro Nesta
Huwan IX	Paus Johannes IX
Huwan XVII	Paus Johannes XVII
Liyun VIII	Paus Leo VIII
Huwan XIV	Paus Johannes XIV
Huwan X	Paus Johannes X
Huwan XIX	Paus Johannes XIX
Griguryu VI	Paus Gregorius VI
Wichq'ana	Slot (sluiting)
Liyun IV	Paus Leo IV
Tak'a	Dazen
Huwan XV	Paus Johannes XV
Apaxco	Apaxco
Caterina da Siena	Catharina van Siena
San Miyil	San Miguel
Cicero	Cicero
Veronica	Veronica
Santu Dumingu	Santo Domingo
Sierra	Sierra
Santa Ana	Santa Ana
Salinas	Salinas
Iberia	Iberia
San Siwastyan	San Sebastian
Casablanca	Casablanca
Bolívar	Bolívar
Palma	Palma
Sucre	Sucre
Carlos Gardel	Carlos Gardel
Kamachina	Regel
Gianni Rivera	Gianni Rivera
Qallu watana	Tongbreker
Nariñu suyu	Nariño (departement)
Arauca suyu	Arauca (departement)
Rachina waqachina	Tokkelinstrument
Caravaca de la Cruz	Caravaca de la Cruz
Irene Papas	Irene Papas
Chocó suyu	Chocó
Bolívar suyu (Kulumbya)	Bolívar (departement)
Cauca suyu	Cauca (departement)
Caldas suyu	Caldas (departement)
Anita Ekberg	Anita Ekberg
Atlántico suyu	Atlántico
Cuvier	Cuvier
Dakota	Dakota
400 watakuna	400-409
Anku	Pees (anatomie)
410 watakuna	410-419
Cundinamarca suyu	Cundinamarca
Punu	Puno (stad)
Sintiru	Pekari's
Putumayu suyu	Putumayo (departement)
Uralan Santander suyu	Norte de Santander
Iskay simipi yachay	Tweetalig onderwijs
420 watakuna	420-429
Beni suyu	Beni (departement)
Denis Law	Denis Law
Johan Neeskens	Johan Neeskens
Ojos del Salado	Ojos del Salado
430 watakuna	430-439
Quchapampa suyu	Cochabamba (departement)
Tarija suyu	Tarija (departement)
Severo Ochoa	Severo Ochoa
Lê Ðức Thọ	Lê Đức Thọ
Santiago de Cuba pruwinsya	Santiago de Cuba (provincie)
Wasanchay	Echtbreuk
440 watakuna	440-449
Tolima suyu	Tolima
Vaupés suyu	Vaupés (departement)
Waylla quncha	Gewone weidechampignon
Qallapurina	Kar
Baruj Benacerraf	Baruj Benacerraf
Córdoba suyu (Kulumbya)	Córdoba (departement)
Cesar suyu	Cesar (departement)
Huila suyu	Huila (departement)
450 watakuna	450-459
Willka Chakana suyu	Santa Cruz (departement)
Chuqichaka suyu	Chuquisaca
Killki	Engel
Wamanpallpa	Buteo
Giuseppe Bergomi	Giuseppe Bergomi
Santander suyu	Santander (departement)
Sucre suyu (Kulumbya)	Sucre (departement)
Manizales	Manizales
Chakra yura	Gewas
Pando suyu	Pando (departement)
Ana Belén	Ana Belén
460 watakuna	460-469
Rapa	Vlam
Qillqana pirqa	Schoolbord
Iwana	Leguanen
Carlos Antonio López	Carlos Antonio López
Intichawwan qallarisqa chhasku wata	Kalender van een gewoon jaar dat op zondag begint
K'uychichawwan qallarisqa chhasku wata	Kalender van een gewoon jaar dat op zaterdag begint
Quyllurchawwan qallarisqa chhasku wata	Kalender van een gewoon jaar dat op woensdag begint
Ch'askachawwan qallarisqa chhasku wata	Kalender van een gewoon jaar dat op vrijdag begint
Atipachawwan qallarisqa chhasku wata	Kalender van een gewoon jaar dat op dinsdag begint
Killachawwan qallarisqa chhasku wata	Kalender van een gewoon jaar dat op maandag begint
Illapachawwan qallarisqa chhasku wata	Kalender van een gewoon jaar dat op donderdag begint
Yura saywa	Heg
Alicia Alonso	Alicia Alonso
Jiang Qing	Jiang Qing
Chavela Vargas	Chavela Vargas
Libertad Lamarque	Libertad Lamarque
470 watakuna	470-479
Mallki-mallki	Boomgaard
Tunja	Tunja
480 watakuna	480-489
Bernardo Houssay	Bernardo Houssay
490 watakuna	490-499
René Higuita	René Higuita
Lubin	Lubin
Sanka tullu	Os palatinum
Marina Silva	Marina Silva
Boris Trajkovski	Boris Trajkovski
Douglas Hyde	Douglas Hyde
P'utuqsi suyu	Potosí (departement)
Chimpurasu marka	Chimborazo (provincie)
Meta suyu	Meta (departement)
Guainía suyu	Guainía (departement)
Ima Sumaq	Yma Súmac
Paraguarí suyu	Paraguarí (departement)
Chichiku	Tamarins
Edmondo De Amicis	Edmondo De Amicis
500 watakuna	500-509
Kutupaksi marka	Cotopaxi (provincie)
Mayutata pruwinsya	Madre de Dios (provincie)
510 watakuna	510-519
Plasencia	Plasencia
Carmen Amaya	Carmen Amaya
520 watakuna	520-529
Siraq	Kleermaker
Roh Tae-woo	Roh Tae-woo
530 watakuna	530-539
540 watakuna	540-549
550 watakuna	550-559
Uchu wakamayu	Geelvleugelara
Bucaramanga	Bucaramanga
Antonio Machado	Antonio Machado (dichter)
Runa warkhuna	Galg
Jean-Marie Vianney	Johannes Maria Vianney
Tapyapillan	Dwergmiereneter
560 watakuna	560-569
Madagaskar 3	Madagascar 3: Europe's Most Wanted
Ortès	Orthez
Khuchinilla	Cochenilleluis
Champira chichiku	Dwergzijdeaapje
Santa Rosa Limamanta	Rosa van Lima
570 watakuna	570-579
Pete Seeger	Pete Seeger
Santarém distritu	Santarém (district)
Coimbra distritu	Coimbra (district)
Faro distritu	Faro (district)
Lichi hilli	Latex
580 watakuna	580-589
Wirriy	Onderkoning
Musuq T'aypik	Nieuw Taipei
590 watakuna	590-599
T'aychun	Taichung
Puka uma suyuntu	Roodkopgier
Akwa hirinka	Injectie (geneeskunde)
600 watakuna	600-609
Pantu	Tayra
60 watakuna kñ	69-60 v.Chr.
610 watakuna	610-619
Sataqchi	Netelboom
T'uqyaq urqu	El Reventador
Liq'ichu	Andeskievit
620 watakuna	620-629
800 watakuna	800-809
Q'illu uma suyuntu	Grote geelkopgier
Álvar Núñez Cabeza de Vaca	Álvar Núñez Cabeza de Vaca
Tawna	Staf (voorwerp)
Sant Martí distritu	Sant Martí
Álvaro García Linera	Álvaro García Linera
630 watakuna	630-639
Ángel Labruna	Ángel Labruna
Halloween	Halloween
Wallatiri	Gualatiro
Tamarugal pruwinsya	Tamarugal
640 watakuna	640-649
José Artigas	José Gervasio Artigas
Emir Spahić	Emir Spahić
650 watakuna	650-659
Loretta Young	Loretta Young
Domingo Sarmiento	Domingo Faustino Sarmiento
Flora Tristan	Flora Tristan
660 watakuna	660-669
Wamp'uq	Stuurman (rang)
Parina Quta (Buliwya-Chili)	Parinacota (vulkaan)
670 watakuna	670-679
